User:	Louis	
Date:	:05/11/2013	
Time:	17:37
Sample details:	Immerseed in DI water 1 minute, dried with N2 gun (3days later)	
Vsd: 5.000 (mV)
Start Vg: -6000.000 (mV)
Stop Vg: 2000.000 (mV)
Vg step: 1.000 (mV)

-6.000000E+3	-8.071552E-2	5.000000E+0	2.170306E-2
-5.999000E+3	-3.585267E-2	5.000000E+0	1.567427E-2
-5.998000E+3	-8.711849E-2	5.000000E+0	5.947781E-2
-5.997000E+3	-7.772467E-2	5.000000E+0	2.123930E-2
-5.996000E+3	-4.520427E-2	5.000000E+0	1.179561E-2
-5.995000E+3	-9.242622E-2	5.000000E+0	5.914053E-2
-5.994000E+3	-7.490231E-2	5.000000E+0	3.321255E-2
-5.993000E+3	-4.259258E-2	5.000000E+0	8.633656E-3
-5.992000E+3	-8.105251E-2	5.000000E+0	5.960429E-2
-5.991000E+3	-8.585475E-2	5.000000E+0	1.622234E-2
-5.990000E+3	-7.962024E-2	5.000000E+0	6.099557E-2
-5.989000E+3	-8.518074E-2	5.000000E+0	4.708298E-2
-5.988000E+3	-5.186000E-2	5.000000E+0	1.525267E-2
-5.987000E+3	-3.235621E-2	5.000000E+0	1.209073E-2
-5.986000E+3	-6.736196E-2	5.000000E+0	5.635803E-2
-5.985000E+3	-9.486947E-2	5.000000E+0	5.610507E-2
-5.984000E+3	-3.669516E-2	5.000000E+0	3.616697E-3
-5.983000E+3	-4.107607E-2	5.000000E+0	5.846598E-2
-5.982000E+3	-6.411833E-2	5.000000E+0	2.684648E-2
-5.981000E+3	-7.949388E-2	5.000000E+0	6.411534E-2
-5.980000E+3	-4.533063E-2	5.000000E+0	5.134433E-3
-5.979000E+3	-3.164005E-2	5.000000E+0	1.858326E-2
-5.978000E+3	-6.643516E-2	5.000000E+0	5.682176E-2
-5.977000E+3	-9.941890E-2	5.000000E+0	5.471705E-3
-5.976000E+3	-5.687281E-2	5.000000E+0	3.957859E-2
-5.975000E+3	-4.954310E-2	5.000000E+0	1.171129E-2
-5.974000E+3	-4.006506E-2	5.000000E+0	3.123106E-2
-5.973000E+3	-8.387487E-2	5.000000E+0	3.194776E-2
-5.972000E+3	-4.680503E-2	5.000000E+0	3.519404E-2
-5.971000E+3	-4.246616E-2	5.000000E+0	1.129296E-3
-5.970000E+3	-2.443674E-2	5.000000E+0	1.116321E-2
-5.969000E+3	-8.311666E-2	5.000000E+0	4.476418E-2
-5.968000E+3	-4.613106E-2	5.000000E+0	6.947282E-3
-5.967000E+3	-2.848072E-2	5.000000E+0	2.183279E-3
-5.966000E+3	-1.001351E-1	5.000000E+0	6.213381E-2
-5.965000E+3	-7.684002E-2	5.000000E+0	3.898836E-2
-5.964000E+3	-4.120242E-2	5.000000E+0	5.556023E-3
-5.963000E+3	-3.121882E-2	5.000000E+0	1.521050E-2
-5.962000E+3	-2.751187E-2	5.000000E+0	9.055244E-3
-5.961000E+3	-4.343498E-2	5.000000E+0	3.102024E-2
-5.960000E+3	-7.827232E-2	5.000000E+0	5.382843E-2
-5.959000E+3	-8.779247E-2	5.000000E+0	6.053178E-2
-5.958000E+3	-7.427040E-2	5.000000E+0	3.080945E-2
-5.957000E+3	-4.103393E-2	5.000000E+0	1.698120E-2
-5.956000E+3	-4.794239E-2	5.000000E+0	4.847421E-2
-5.955000E+3	-6.163297E-2	5.000000E+0	2.334725E-2
-5.954000E+3	-5.160725E-2	5.000000E+0	3.844029E-2
-5.953000E+3	-7.313304E-2	5.000000E+0	3.451946E-2
-5.952000E+3	-4.229772E-2	5.000000E+0	1.740278E-2
-5.951000E+3	-8.753976E-2	5.000000E+0	5.298523E-2
-5.950000E+3	-7.018432E-2	5.000000E+0	3.043001E-2
-5.949000E+3	-3.821160E-2	5.000000E+0	1.765574E-2
-5.948000E+3	-5.695715E-2	5.000000E+0	4.274052E-2
-5.947000E+3	-8.644455E-2	5.000000E+0	5.357547E-2
-5.946000E+3	-7.271182E-2	5.000000E+0	3.346548E-2
-5.945000E+3	-4.431969E-2	5.000000E+0	1.525266E-2
-5.944000E+3	-7.978878E-2	5.000000E+0	2.187167E-2
-5.943000E+3	-4.634168E-2	5.000000E+0	2.545522E-2
-5.942000E+3	-7.755618E-2	5.000000E+0	5.349114E-2
-5.941000E+3	-7.776677E-2	5.000000E+0	2.073337E-2
-5.940000E+3	-6.197000E-2	5.000000E+0	4.358370E-2
-5.939000E+3	-4.549919E-2	5.000000E+0	2.802694E-2
-5.938000E+3	-6.976305E-2	5.000000E+0	3.177911E-2
-5.937000E+3	-4.364568E-2	5.000000E+0	1.698119E-2
-5.936000E+3	-4.798456E-2	5.000000E+0	3.262230E-2
-5.935000E+3	-8.021002E-2	5.000000E+0	5.458729E-2
-5.934000E+3	-8.648663E-2	5.000000E+0	4.792610E-2
-5.933000E+3	-6.192789E-2	5.000000E+0	2.300997E-2
-5.932000E+3	-4.263466E-2	5.000000E+0	1.630664E-2
-5.931000E+3	-5.337655E-2	5.000000E+0	4.847418E-2
-5.930000E+3	-6.024291E-2	5.000000E+0	1.761358E-2
-5.929000E+3	-3.804312E-2	5.000000E+0	1.230151E-2
-5.928000E+3	-4.899557E-2	5.000000E+0	5.003408E-2
-5.927000E+3	-8.648668E-2	5.000000E+0	5.353330E-2
-5.926000E+3	-6.020076E-2	5.000000E+0	2.060688E-2
-5.925000E+3	-6.555065E-2	5.000000E+0	3.017704E-2
-5.924000E+3	-4.330876E-2	5.000000E+0	1.369276E-2
-5.923000E+3	-4.524647E-2	5.000000E+0	2.849068E-2
-5.922000E+3	-3.998091E-2	5.000000E+0	5.138317E-2
-5.921000E+3	-8.349579E-2	5.000000E+0	5.484023E-2
-5.920000E+3	-7.823016E-2	5.000000E+0	4.231893E-2
-5.919000E+3	-4.714200E-2	5.000000E+0	1.369276E-2
-5.918000E+3	-7.705070E-2	5.000000E+0	3.270660E-2
-5.917000E+3	-4.907988E-2	5.000000E+0	1.643312E-2
-5.916000E+3	-3.597898E-2	5.000000E+0	6.403093E-2
-5.915000E+3	-8.737127E-2	5.000000E+0	5.226852E-2
-5.914000E+3	-7.153239E-2	5.000000E+0	2.929169E-2
-5.913000E+3	-4.381422E-2	5.000000E+0	5.378623E-2
-5.912000E+3	-8.716069E-2	5.000000E+0	5.416569E-2
-5.911000E+3	-4.756334E-2	5.000000E+0	1.348196E-2
-5.910000E+3	-4.562564E-2	5.000000E+0	2.625622E-2
-5.909000E+3	-6.319167E-2	5.000000E+0	2.861715E-2
