User:	Louis	
Date:	:05/11/2013	
Time:	20:17
Sample details:	Immerseed in DI water 1 minute, dried with N2 gun (3days later)	
Vsd: 5.000 (mV)
Start Vg: 2000.000 (mV)
Stop Vg: -6000.000 (mV)
Vg step: 1.000 (mV)

2.000000E+3	-3.273706E-2	5.000000E+0	2.285913E+1
1.999000E+3	-1.795146E-2	5.000000E+0	2.284484E+1
1.998000E+3	-8.262918E-3	5.000000E+0	2.281322E+1
1.997000E+3	-2.886165E-2	5.000000E+0	2.289062E+1
1.996000E+3	-5.903847E-3	5.000000E+0	2.283949E+1
1.995000E+3	-3.117843E-2	5.000000E+0	2.287043E+1
1.994000E+3	-3.376452E-3	5.000000E+0	2.284956E+1
1.993000E+3	-2.262725E-2	5.000000E+0	2.283645E+1
1.992000E+3	-1.656139E-2	5.000000E+0	2.286837E+1
1.991000E+3	-4.474253E-2	5.000000E+0	2.282886E+1
1.990000E+3	-4.600626E-2	5.000000E+0	2.285454E+1
1.989000E+3	-2.913045E-3	5.000000E+0	2.288708E+1
1.988000E+3	-2.028475E-3	5.000000E+0	2.286246E+1
1.987000E+3	-1.449731E-2	5.000000E+0	2.290832E+1
1.986000E+3	-9.653001E-3	5.000000E+0	2.288944E+1
1.985000E+3	-2.877738E-2	5.000000E+0	2.289412E+1
1.984000E+3	-3.042028E-2	5.000000E+0	2.282232E+1
1.983000E+3	-1.331785E-2	5.000000E+0	2.285600E+1
1.982000E+3	-4.196235E-2	5.000000E+0	2.287144E+1
1.981000E+3	-1.458159E-2	5.000000E+0	2.284913E+1
1.980000E+3	-1.744599E-2	5.000000E+0	2.284665E+1
1.979000E+3	-4.255206E-2	5.000000E+0	2.284078E+1
1.978000E+3	-1.470793E-2	5.000000E+0	2.282413E+1
1.977000E+3	-3.951911E-2	5.000000E+0	2.280599E+1
1.976000E+3	-2.203761E-2	5.000000E+0	2.282433E+1
1.975000E+3	-2.814558E-2	5.000000E+0	2.284931E+1
1.974000E+3	-2.742952E-2	5.000000E+0	2.283884E+1
1.973000E+3	-9.863665E-3	5.000000E+0	2.285309E+1
1.972000E+3	-4.347875E-2	5.000000E+0	2.284379E+1
1.971000E+3	-2.098442E-2	5.000000E+0	2.283965E+1
1.970000E+3	-4.849156E-2	5.000000E+0	2.287991E+1
1.969000E+3	-4.710139E-2	5.000000E+0	2.286439E+1
1.968000E+3	-1.150642E-2	5.000000E+0	2.284993E+1
1.967000E+3	-9.484483E-3	5.000000E+0	2.284876E+1
1.966000E+3	-1.555035E-2	5.000000E+0	2.282489E+1
1.965000E+3	-2.376460E-2	5.000000E+0	2.282471E+1
1.964000E+3	-3.774984E-2	5.000000E+0	2.283021E+1
1.963000E+3	-4.899701E-2	5.000000E+0	2.285744E+1
1.962000E+3	-1.403393E-2	5.000000E+0	2.281781E+1
1.961000E+3	-3.425356E-2	5.000000E+0	2.283931E+1
1.960000E+3	-7.504622E-3	5.000000E+0	2.282355E+1
1.959000E+3	-4.807030E-2	5.000000E+0	2.282641E+1
1.958000E+3	-3.008314E-2	5.000000E+0	2.285103E+1
1.957000E+3	-7.883721E-3	5.000000E+0	2.281634E+1
